title,video_id,period,author,text,published_at
SUPER MARIO BROS,6C2mlg8DHCc,post_covid,@potignontristan1894,Bon au moins ils ont pas nerf harmonie ouf 😂,2025-11-14T17:01:03Z
SUPER MARIO BROS,6C2mlg8DHCc,post_covid,@Malo1111,En avril,2025-11-14T16:44:10Z
SUPER MARIO BROS,6C2mlg8DHCc,post_covid,@SofiaTazerout,Pov le premier avril c le poisson d’avril,2025-11-14T15:59:26Z
SUPER MARIO BROS,6C2mlg8DHCc,post_covid,@sulpicedelicat6314,Wawe ça va être une dinguerie 😂❤,2025-11-14T14:36:45Z
SUPER MARIO BROS,6C2mlg8DHCc,post_covid,@Ryomen_lamelodie,Mamamiyaaah comment elle est belle harmonie 😮😮❤,2025-11-14T06:20:01Z
SUPER MARIO BROS,6C2mlg8DHCc,post_covid,@Ludovic-m9w,Oh la giga hype,2025-11-14T02:49:18Z
SUPER MARIO BROS,6C2mlg8DHCc,post_covid,@ArthurAmorosi,J’ai trop hâte de le voir ❤❤❤,2025-11-13T23:21:26Z
SUPER MARIO BROS,6C2mlg8DHCc,post_covid,@quentinramecourt6628,"Harmony, ilfezec etc...... Bon ça y est je suis hype!!!",2025-11-13T21:20:50Z
SUPER MARIO BROS,6C2mlg8DHCc,post_covid,@abaddon584,"Les mecs on mixé les deux meilleurs mario !!!

Sunshine et Galaxy !!!",2025-11-13T21:14:50Z
SUPER MARIO BROS,6C2mlg8DHCc,post_covid,@ericburnay9405,Je veux trop qu'il fasse un sous-entendu sur le fait que la mère c'est Peach,2025-11-13T20:26:05Z
SUPER MARIO BROS,6C2mlg8DHCc,post_covid,@LouisLePrince-l3r,"Cool, une nouvelle claque à Disney",2025-11-13T20:24:57Z
SUPER MARIO BROS,6C2mlg8DHCc,post_covid,@thorfinn1335,"1:51 ""je suis Bowser junior et je viens récupérer mon sperme ??!""",2025-11-13T20:06:21Z
SUPER MARIO BROS,6C2mlg8DHCc,post_covid,@Anonymeespion,C’est la suite officielle ou pas,2025-11-13T19:35:57Z
SUPER MARIO BROS,6C2mlg8DHCc,post_covid,@goku_sanoff,Je ne sais pas pourquoi mais quand j'ai vue 1er Avril je me suis posé des questions,2025-11-13T19:34:28Z
SUPER MARIO BROS,6C2mlg8DHCc,post_covid,@Adamo12212,"Le film sort comme même le 1 avril, c’est louche 🧐",2025-11-13T19:16:17Z
SUPER MARIO BROS,6C2mlg8DHCc,post_covid,@kylianfafulovic7694,On en parler du song quand bowser jr arrive,2025-11-13T17:58:15Z
SUPER MARIO BROS,6C2mlg8DHCc,post_covid,@Marveldynastie,51:48 Flashbang,2025-11-13T17:41:21Z
SUPER MARIO BROS,6C2mlg8DHCc,post_covid,@jisasa.ৎ,J'ai hâte ❤,2025-11-13T17:40:16Z
SUPER MARIO BROS,6C2mlg8DHCc,post_covid,@PICSOUX57,Marrant y avai la pyramide de mario oddyse,2025-11-13T17:19:07Z
SUPER MARIO BROS,6C2mlg8DHCc,post_covid,@elisabethgerboulet3236,Je louperais pas sa sortie au cinéma .Vivement le mois d'avril❤😍,2025-11-13T16:50:57Z
SUPER MARIO BROS,6C2mlg8DHCc,post_covid,@Titi_367,J'ai eu la pub de la bande annonce aux débuts de la vidéo 😂,2025-11-13T16:50:27Z
SUPER MARIO BROS,6C2mlg8DHCc,post_covid,@OlivanLebon,A,2025-11-13T15:44:48Z
SUPER MARIO BROS,6C2mlg8DHCc,post_covid,@fabrizziolevoni849,"Sera-t-il aussi nullissime que le 1er? 🤔 À mon avis il ne pourra qu'être mieux, impossible de faire aussi mauvais, finalement..",2025-11-13T15:43:08Z
SUPER MARIO BROS,6C2mlg8DHCc,post_covid,@Dogold94,Hâte de voir le film en Avril 2026,2025-11-13T15:40:00Z
SUPER MARIO BROS,6C2mlg8DHCc,post_covid,@elsadacosta-z8e,J’aimerai Daisy,2025-11-13T15:04:21Z
SUPER MARIO BROS,6C2mlg8DHCc,post_covid,@SarahMelodieMENGUEMENDONG,J’ai trop trop hâte 😊😊😊❤❤❤,2025-11-13T14:04:39Z
SUPER MARIO BROS,6C2mlg8DHCc,post_covid,@fredericiemetti1712,Il est ou yoshi 😅😅😂😂😂😂,2025-11-13T13:50:13Z
SUPER MARIO BROS,6C2mlg8DHCc,post_covid,@Alex555-c4p,Sa ma l'air parfaite juste un petit défaut c'est que j'ai l'impression que Bowser est gentil 😔,2025-11-13T12:42:36Z
SUPER MARIO BROS,6C2mlg8DHCc,post_covid,@Jnsk.r2,1:45 DITE MOI QUE JE SUIS PAS LE SEUL À AVOIR ENTENDU CE QUE J’AI ENTENDU PITIÉ !!!!!,2025-11-13T12:06:47Z
SUPER MARIO BROS,6C2mlg8DHCc,post_covid,@ClaraAmelot-ew7ff,❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤ C'est sa ète incroyable,2025-11-13T11:52:37Z
SUPER MARIO BROS,6C2mlg8DHCc,post_covid,@sebastienfeve7220,La petite réf à Across the Spider-Verse quand Bowser Jr arrive 👌🏼,2025-11-13T11:45:47Z
SUPER MARIO BROS,6C2mlg8DHCc,post_covid,@ValjuFan,Moi aussi mais pas de bisous par contre 😂,2025-11-13T11:32:57Z
SUPER MARIO BROS,6C2mlg8DHCc,post_covid,@SylvainAsaun-v3e,1:46 c'est la musique du rodeur,2025-11-13T08:19:48Z
SUPER MARIO BROS,6C2mlg8DHCc,post_covid,@aupaixmaryse8277,J'ai hâte du film.,2025-11-13T06:31:11Z
SUPER MARIO BROS,6C2mlg8DHCc,post_covid,@kedadlevrai,Ça a l'air banger,2025-11-13T06:14:46Z
SUPER MARIO BROS,6C2mlg8DHCc,post_covid,@SORAYAHRANDRIANARISON,"Parfait, je me disais bien où est passé le mini bowser",2025-11-13T03:32:52Z
SUPER MARIO BROS,6C2mlg8DHCc,post_covid,@rosemariearsenault276,Bullshit la traduction c'est ROSALINA PAS ARMONIE,2025-11-13T02:27:06Z
SUPER MARIO BROS,6C2mlg8DHCc,post_covid,@kurumitokisaki3740,Mamama elle est magnifique Harmonie ❤❤,2025-11-13T00:05:30Z
SUPER MARIO BROS,6C2mlg8DHCc,post_covid,@entrepreuneurlibre,Trop hâte,2025-11-12T23:39:21Z
SUPER MARIO BROS,6C2mlg8DHCc,post_covid,@lkmdelabreuh4206,Sa va être le feu🔥🔥,2025-11-12T23:23:04Z
SUPER MARIO BROS,6C2mlg8DHCc,post_covid,@cantralfish7025,J ai pleuré en regarden le bands annonce ❤,2025-11-12T22:53:02Z
SUPER MARIO BROS,6C2mlg8DHCc,post_covid,@FlorentChevalier-s6s,Et yoshi 😢,2025-11-12T21:43:28Z
SUPER MARIO BROS,6C2mlg8DHCc,post_covid,@YT_Mass44,Attendez c le premier Avril ça se trouve c une grosse blague,2025-11-12T21:11:38Z
SUPER MARIO BROS,6C2mlg8DHCc,post_covid,@davidmbz4659,J avais tellement aimer le premier film donc le 2 tellement impatient d allez le voir 🔥🔥🔥🔥,2025-11-12T21:09:02Z
SUPER MARIO BROS,6C2mlg8DHCc,post_covid,@muratwallensky3229,1avril??? J’espère que c ´est pas un poisson d’avril,2025-11-12T21:05:34Z
SUPER MARIO BROS,6C2mlg8DHCc,post_covid,@wilfriedafolabi4165,Bowser jr. Il est de retour 1:44,2025-11-12T20:33:22Z
SUPER MARIO BROS,6C2mlg8DHCc,post_covid,@eliotrope9695,Trop stylé 👍,2025-11-12T20:11:42Z
SUPER MARIO BROS,6C2mlg8DHCc,post_covid,@ThisISAXbox,Super il a l'air trop bien !!! Si j'avais😅 une copine j'irai le voir avec elle😂,2025-11-12T20:10:05Z
SUPER MARIO BROS,6C2mlg8DHCc,post_covid,@Marlyafols,C'est une Croûte 🙃,2025-11-12T20:05:00Z
SUPER MARIO BROS,6C2mlg8DHCc,post_covid,@anaiskawaii245,Cool j’ai hâte,2025-11-12T20:00:10Z
SUPER MARIO BROS,6C2mlg8DHCc,post_covid,@amandinegregoris120,"Vraiment j'adore cette bande annonce.
😊😊",2025-11-12T19:31:22Z
SUPER MARIO BROS,6C2mlg8DHCc,post_covid,@Mister.D3,Incroyable trop hâte de le voir,2025-11-12T19:29:59Z
SUPER MARIO BROS,6C2mlg8DHCc,post_covid,@arnaudrachelleenduitsaille4762,Ça va encore être une vrai dinguerie ce film !,2025-11-12T19:01:35Z
SUPER MARIO BROS,6C2mlg8DHCc,post_covid,@Pythar_BS,Incroyable ❤❤,2025-11-12T18:39:09Z
SUPER MARIO BROS,6C2mlg8DHCc,post_covid,@Lefinshadow,magnifique bowser junior!!!!,2025-11-12T18:38:26Z
SUPER MARIO BROS,6C2mlg8DHCc,post_covid,@Sugers,une princesse qui ressemble a elsa ?,2025-11-12T18:09:30Z
SUPER MARIO BROS,6C2mlg8DHCc,post_covid,@Oshi_dbz,J'ai trop trop hâte 😊😊😊😊,2025-11-12T18:05:58Z
SUPER MARIO BROS,6C2mlg8DHCc,post_covid,@nasoupoliticien5762,Enfin nous voyons Rosalina,2025-11-12T16:25:39Z
SUPER MARIO BROS,6C2mlg8DHCc,post_covid,@Teoman9,Ça a l’air fou j’ai tellement hâte 🥹,2025-11-12T16:13:40Z
SUPER MARIO BROS,6C2mlg8DHCc,post_covid,@asrieldreemurr8768,C'EST DU LOURD CE QUE CELA NOUS PROMETS !,2025-11-12T15:25:48Z
SUPER MARIO BROS,6C2mlg8DHCc,post_covid,@Louga73,MDR,2025-11-12T15:07:05Z
SUPER MARIO BROS,6C2mlg8DHCc,post_covid,@Alice0s,"2:03 Je crois qu'Harmonie est censée être une fée, pas une Princesse.",2026-01-12T10:18:56Z
SUPER MARIO BROS,6C2mlg8DHCc,post_covid,@user-kj2dd6kb9k,"C'est à cause de vous tous si en France ont a pas les noms des comediens a la place des noms VO dans le générique de fin de Super Mario Bros le film à toujours vous plaindre des stars talents et de vos pétitions à la con. Si il y aurait au moins eu 1 ou 2 stars talents ont aurait eu un générique avec les noms français. J'ai appris que au Japon, Italie, Espagne, Allemagne, Danemark... ils avait les noms de leurs voix locaux et pas le casting VO à la con (Chris Pratt, Charlie Day...) et puis d'où en France les comediens de doublage ne sont pas des stars alors qu'ont est un pays très proche du doublage et qui est mis en avant. Au Japon, Allemagne, Italie ce sont des stars. Oh et puis cette manie de merde de souvent laisser les onomatopées de la VO dans la VF ça me irise le poil cette méthode a la con. Dans la VF du film ont entend DK frapper avec la voix de Seth Rogen et pas de Xavier Fagnon 😡. Au moins qu'il y a des stars talents bien choisis qui gâche rien pour la suite tout sauf chanteur, cuisinier, youtubers, influencer. Juste Acteur/actrice et humoriste si bien choisis. Et qu'il double toutes les react dans le film tout doit être en VF.",2026-01-18T22:56:22Z
SUPER MARIO BROS,6C2mlg8DHCc,post_covid,@cfsf8889,J'aimerais qu'il font Mario bros 3,2026-02-01T16:58:37Z
SUPER MARIO BROS,6C2mlg8DHCc,post_covid,@cfsf8889,Oui un Mario bros 2,2026-02-01T16:55:35Z
SUPER MARIO BROS,6C2mlg8DHCc,post_covid,@AXIVRE_3,J’ai hâte de le voir,2026-01-28T02:37:19Z
SUPER MARIO BROS,6C2mlg8DHCc,post_covid,@egberttheegregious6517,"je pense qu'il va y avoir un petit problème car le succès du premier film venait du minimalisme des personnages qui permettait à se que le spectateur prenne son temps pour (l'histoire et sa progression, les enjeux, les liens entre les personnages et les attentes de chacun d'eux) en voyant la bande d'annonce je crains que le second film n'oublie les valeurs du premier si qui pourrai avoir pour consequence que l'histoire aille trop vite",2026-02-15T10:15:05Z
SUPER MARIO BROS,6C2mlg8DHCc,post_covid,@51100jerem,Puissant .....ils ne déforment rien de l univers de Mario ...c est ce qu on veut.,2026-02-16T18:46:05Z
SUPER MARIO BROS,6C2mlg8DHCc,post_covid,@Goku7685-w8o,Super ça va sortir en avril!,2026-03-13T17:14:47Z
SUPER MARIO BROS,6C2mlg8DHCc,post_covid,@joanvarin249,C’est arriver !!!!,2026-04-02T13:50:24Z
SUPER MARIO BROS,6C2mlg8DHCc,post_covid,@sabrinacaldeiracarrapico8086,Moi j ai été voir super mario galaxy il est trop bien j ai aimé le film 😂😂😂,2026-04-11T21:56:49Z
SUPER MARIO BROS,6C2mlg8DHCc,post_covid,@Gameadamatraore,CDA disponible c'est movie box apk  si Google Chrome télécharger,2026-04-08T21:29:30Z
